Model,InitialBudget,Risk_Factor,Smooth_Factor,Leverage,Final_Budget
CNN,200,0.7000000000000001,1,300,164.90724086760866
CNN,200,0.7000000000000001,1,350,182.03922510146435
CNN,200,0.7000000000000001,1,400,200.63753128051042
CNN,200,0.7000000000000001,1,450,106.00980249428379
CNN,200,0.7000000000000001,1,500,1.0547808976592423
CNN,200,0.7000000000000001,2,50,147.0418870449072
CNN,200,0.7000000000000001,2,100,144.9233472347266
CNN,200,0.7000000000000001,2,150,145.59442400932383
CNN,200,0.7000000000000001,2,200,143.3897256851204
CNN,200,0.7000000000000001,2,250,138.87184858322232
CNN,200,0.7000000000000001,2,300,130.64477443695162
CNN,200,0.7000000000000001,2,350,117.28352904319858
CNN,200,0.7000000000000001,2,400,101.10813379287829
CNN,200,0.7000000000000001,2,450,80.39596080780136
CNN,200,0.7000000000000001,2,500,62.84382343292317
CNN,200,0.7000000000000001,3,50,164.4082864125546
CNN,200,0.7000000000000001,3,100,162.99592653910068
CNN,200,0.7000000000000001,3,150,159.88156398137144
CNN,200,0.7000000000000001,3,200,155.99882602691375
CNN,200,0.7000000000000001,3,250,152.80385414759033
CNN,200,0.7000000000000001,3,300,147.69169886906653
CNN,200,0.7000000000000001,3,350,141.03742440541302
CNN,200,0.7000000000000001,3,400,131.91035191217773
CNN,200,0.7000000000000001,3,450,119.36049858728757
CNN,200,0.7000000000000001,3,500,104.93454535801922
CNN,200,0.7000000000000001,4,50,179.508522152901
CNN,200,0.7000000000000001,4,100,178.4492522478106
CNN,200,0.7000000000000001,4,150,176.11348032951378
CNN,200,0.7000000000000001,4,200,173.20142686367063
CNN,200,0.7000000000000001,4,250,171.90293669700668
CNN,200,0.7000000000000001,4,300,169.16655898094243
CNN,200,0.7000000000000001,4,350,165.27359187603074
CNN,200,0.7000000000000001,4,400,159.52602624893277
CNN,200,0.7000000000000001,4,450,151.21137499809356
CNN,200,0.7000000000000001,4,500,141.48964881897066
CNN,200,0.7000000000000001,5,50,188.76669883727982
CNN,200,0.7000000000000001,5,100,187.9192829132075
CNN,200,0.7000000000000001,5,150,186.05066537856987
CNN,200,0.7000000000000001,5,200,183.72102260589526
CNN,200,0.7000000000000001,5,250,183.56042146682654
CNN,200,0.7000000000000001,5,300,182.24951028823762
CNN,200,0.7000000000000001,5,350,180.01332759857075
CNN,200,0.7000000000000001,5,400,176.29346609115493
CNN,200,0.7000000000000001,5,450,170.51993608474612
CNN,200,0.7000000000000001,5,500,163.6207461357103
CNN,200,0.7000000000000001,6,50,184.13894772529605
CNN,200,0.7000000000000001,6,100,183.4327677885693
CNN,200,0.7000000000000001,6,150,181.87558650970496
CNN,200,0.7000000000000001,6,200,179.9342175324762
CNN,200,0.7000000000000001,6,250,177.2610227266952
CNN,200,0.7000000000000001,6,300,173.07285666465813
CNN,200,0.7000000000000001,6,350,168.5480674107874
CNN,200,0.7000000000000001,6,400,163.06468645731653
CNN,200,0.7000000000000001,6,450,156.8102459112807
CNN,200,0.7000000000000001,6,500,149.319406350454
CNN,200,0.7000000000000001,7,50,191.73134565353436
CNN,200,0.7000000000000001,7,100,191.12604856491137
CNN,200,0.7000000000000001,7,150,189.79132175445605
CNN,200,0.7000000000000001,7,200,188.12729120254562
CNN,200,0.7000000000000001,7,250,185.83598136901895
CNN,200,0.7000000000000001,7,300,182.24612474441565
CNN,200,0.7000000000000001,7,350,178.36773395538358
CNN,200,0.7000000000000001,7,400,173.66769313812276
CNN,200,0.7000000000000001,7,450,168.3067440986635
CNN,200,0.7000000000000001,7,500,161.88602447509777
CNN,200,0.7000000000000001,8,50,185.64748317003162
CNN,200,0.7000000000000001,8,100,185.1178482174864
CNN,200,0.7000000000000001,8,150,183.949962258338
CNN,200,0.7000000000000001,8,200,182.4939355254164
CNN,200,0.7000000000000001,8,250,180.48903942108066
CNN,200,0.7000000000000001,8,300,177.34791487455286
CNN,200,0.7000000000000001,8,350,173.95432293414993
CNN,200,0.7000000000000001,8,400,169.8417872190469
CNN,200,0.7000000000000001,8,450,165.15095680952012
CNN,200,0.7000000000000001,8,500,159.53282713890022
CNN,200,0.7000000000000001,9,50,185.68818304273944
CNN,200,0.7000000000000001,9,100,185.21739641825476
CNN,200,0.7000000000000001,9,150,184.1792755656783
CNN,200,0.7000000000000001,9,200,182.88502958085903
CNN,200,0.7000000000000001,9,250,181.10289971033828
CNN,200,0.7000000000000001,9,300,178.31078900231344
CNN,200,0.7000000000000001,9,350,175.2942628330662
CNN,200,0.7000000000000001,9,400,171.63867553075218
CNN,200,0.7000000000000001,9,450,167.46904850006158
CNN,200,0.7000000000000001,9,500,162.4751554595105
CNN,200,0.7000000000000001,10,50,189.31900620460615
CNN,200,0.7000000000000001,10,100,188.8952982425702
CNN,200,0.7000000000000001,10,150,187.96098947525158
CNN,200,0.7000000000000001,10,200,186.79616808891453
CNN,200,0.7000000000000001,10,250,185.192251205446
CNN,200,0.7000000000000001,10,300,182.6793515682239
CNN,200,0.7000000000000001,10,350,179.9644780159018
CNN,200,0.7000000000000001,10,400,176.67444944381944
CNN,200,0.7000000000000001,10,450,172.92178511619838
CNN,200,0.7000000000000001,10,500,168.4272813797027
CNN,200,0.8,1,50,76.24299926377984
CNN,200,0.8,1,100,66.20759963989497
CNN,200,0.8,1,150,56.09035491943598
CNN,200,0.8,1,200,47.34659194946565
CNN,200,0.8,1,250,37.0441436767608
CNN,200,0.8,1,300,49.51257705688792
CNN,200,0.8,1,350,37.35137681070444
CNN,200,0.8,1,400,2.081609398656129e-05
CNN,200,0.8,1,450,18.347409057617057
CNN,200,0.8,1,500,4.226644592285069
CNN,200,0.8,2,50,174.13425445556564
CNN,200,0.8,2,100,176.83024406433017
CNN,200,0.8,2,150,176.88260078430082
CNN,200,0.8,2,200,172.69587516784563
CNN,200,0.8,2,250,162.64152526855364
CNN,200,0.8,2,300,149.37100410461338
CNN,200,0.8,2,350,130.9155941009515
CNN,200,0.8,2,400,123.6623764038081
CNN,200,0.8,2,450,120.65911293029748
CNN,200,0.8,2,500,115.27900695800774
CNN,200,0.8,3,50,157.82559712728076
CNN,200,0.8,3,100,156.21147155761943
CNN,200,0.8,3,150,152.65220006307206
CNN,200,0.8,3,200,148.2147852579778
CNN,200,0.8,3,250,144.56338882446548
CNN,200,0.8,3,300,138.72092564900984
CNN,200,0.8,3,350,131.11604054769137
CNN,200,0.8,3,400,120.68510055542248
CNN,200,0.8,3,450,106.34241104126238
CNN,200,0.8,3,500,89.85560735066994
CNN,200,0.8,4,50,187.5720500946041
CNN,200,0.8,4,100,186.36145591735806
CNN,200,0.8,4,150,183.6920022964474
CNN,200,0.8,4,200,180.36394119262656
CNN,200,0.8,4,250,178.87995243072453
CNN,200,0.8,4,300,175.75266361236498
CNN,200,0.8,4,350,171.30355834960852
CNN,200,0.8,4,400,164.73491191863917
CNN,200,0.8,4,450,155.23245334625142
CNN,200,0.8,4,500,144.1219091415395
CNN,200,0.8,5,50,193.20022583007804
CNN,200,0.8,5,100,192.2317504882811
CNN,200,0.8,5,150,190.09618759155254
CNN,200,0.8,5,200,187.43373870849584
CNN,200,0.8,5,250,187.25019454956012
CNN,200,0.8,5,300,185.7520103454584
CNN,200,0.8,5,350,183.19637298583896
CNN,200,0.8,5,400,178.94510269164934
CNN,200,0.8,5,450,172.34678268432472
CNN,200,0.8,5,500,164.46199417114096
CNN,200,0.8,6,50,190.273888905843
CNN,200,0.8,6,100,189.46682612101213
CNN,200,0.8,6,150,187.68719037373822
CNN,200,0.8,6,200,185.46848297119092
CNN,200,0.8,6,250,182.4134031931554
CNN,200,0.8,6,300,177.62692769368428
CNN,200,0.8,6,350,172.45573997497505
CNN,200,0.8,6,400,166.18901888529408
CNN,200,0.8,6,450,159.04108683268194
CNN,200,0.8,6,500,150.48012733459436
CNN,200,0.8,7,50,189.23883438110326
CNN,200,0.8,7,100,188.54706627981975
CNN,200,0.8,7,150,187.02166421072795
CNN,200,0.8,7,200,185.11991500854467
CNN,200,0.8,7,250,182.5012751987999
CNN,200,0.8,7,300,178.3985819135389
CNN,200,0.8,7,350,173.9661352975023
CNN,200,0.8,7,400,168.59466007777561
CNN,200,0.8,7,450,162.46786117553634
CNN,200,0.8,7,500,155.12989589146102
CNN,200,0.8,8,50,195.75678110122763
CNN,200,0.8,8,100,195.15148401260464
CNN,200,0.8,8,150,193.81675720214932
CNN,200,0.8,8,200,192.1527266502389
CNN,200,0.8,8,250,189.86141681671222
CNN,200,0.8,8,300,186.27156019210892
CNN,200,0.8,8,350,182.39316940307685
CNN,200,0.8,8,400,177.69312858581603
CNN,200,0.8,8,450,172.33217954635677
CNN,200,0.8,8,500,165.91145992279104
CNN,200,0.8,9,50,187.46480941772612
CNN,200,0.8,9,100,186.92676756117245
CNN,200,0.8,9,150,185.74034372965664
CNN,200,0.8,9,200,184.2612054612919
CNN,200,0.8,9,250,182.22448560926816
CNN,200,0.8,9,300,179.0335019429542
CNN,200,0.8,9,350,175.58604346381472
CNN,200,0.8,9,400,171.40822940402742
CNN,200,0.8,9,450,166.64294136895265
CNN,200,0.8,9,500,160.9356350368944
CNN,200,0.8,10,50,186.50629997253503
CNN,200,0.8,10,100,186.0220623016366
CNN,200,0.8,10,150,184.95428085327245
CNN,200,0.8,10,200,183.62305641174424
CNN,200,0.8,10,250,181.79000854492307
CNN,200,0.8,10,300,178.91812324524057
CNN,200,0.8,10,350,175.81541061401504
CNN,200,0.8,10,400,172.0553779602065
CNN,200,0.8,10,450,167.76661872863923
CNN,200,0.8,10,500,162.63004302978692
CNN,200,0.9,1,50,76.05119998065511
CNN,200,0.9,1,100,46.97943925857314
CNN,200,0.9,1,150,8.695884339022768
CNN,200,0.9,1,200,1.1891086333225798
CNN,200,0.9,1,250,9.339381084442543
CNN,200,0.9,1,300,2.286532764434872
CNN,200,0.9,1,350,49.54448938369724
CNN,200,0.9,1,400,33.9822053909299
CNN,200,0.9,1,450,18.419921398162565
CNN,200,0.9,1,500,2.857637405394996
CNN,200,0.9,2,50,159.2363238334638
CNN,200,0.9,2,100,156.51248693466022
CNN,200,0.9,2,150,157.3752999305707
CNN,200,0.9,2,200,154.5406877994518
CNN,200,0.9,2,250,148.73198866843973
CNN,200,0.9,2,300,138.1543219089487
CNN,200,0.9,2,350,120.97557783126632
CNN,200,0.9,2,400,100.17864108085436
CNN,200,0.9,2,450,73.54870438575563
CNN,200,0.9,2,500,59.52123403549024
CNN,200,0.9,3,50,180.4470539093019
CNN,200,0.9,3,100,178.6311626434327
CNN,200,0.9,3,150,183.2764983177186
CNN,200,0.9,3,200,185.45688390731826
CNN,200,0.9,3,250,185.65454483032235
CNN,200,0.9,3,300,182.67289400100717
CNN,200,0.9,3,350,175.29052495956418
CNN,200,0.9,3,400,165.49602746963487
CNN,200,0.9,3,450,153.6526799201964
CNN,200,0.9,3,500,147.48753309249852
CNN,200,0.9,4,50,182.410556077957
CNN,200,0.9,4,100,181.0486376285552
CNN,200,0.9,4,150,178.04550230503074
CNN,200,0.9,4,200,174.30143356323234
CNN,200,0.9,4,250,172.6319462060927
CNN,200,0.9,4,300,169.11374628543828
CNN,200,0.9,4,350,164.10850286483733
CNN,200,0.9,4,400,156.71877562999694
CNN,200,0.9,4,450,146.02850973606067
CNN,200,0.9,4,500,133.52914750575948
CNN,200,0.9,5,50,188.76892566680704
CNN,200,0.9,5,100,187.67939090728538
CNN,200,0.9,5,150,185.27688264846563
CNN,200,0.9,5,200,182.28162765502674
CNN,200,0.9,5,250,182.0751404762239
CNN,200,0.9,5,300,180.38968324660942
CNN,200,0.9,5,350,177.51459121703743
CNN,200,0.9,5,400,172.73191213607396
CNN,200,0.9,5,450,165.30880212783387
CNN,200,0.9,5,500,156.438415050502
CNN,200,0.9,6,50,194.79442238807582
CNN,200,0.9,6,100,193.8864767551412
CNN,200,0.9,6,150,191.8843865394582
CNN,200,0.9,6,200,189.3883407115926
CNN,200,0.9,6,250,190.15718698501496
CNN,200,0.9,6,300,189.69355821609412
CNN,200,0.9,6,350,188.23856711387555
CNN,200,0.9,6,400,185.1939201354973
CNN,200,0.9,6,450,179.94891405105528
CNN,200,0.9,6,500,173.4978437423702
CNN,200,0.9,7,50,185.22381782531625
CNN,200,0.9,7,100,184.44557871137238
CNN,200,0.9,7,150,182.7295013836441
CNN,200,0.9,7,200,180.59003353118788
CNN,200,0.9,7,250,177.64406374522503
CNN,200,0.9,7,300,173.0285337993065
CNN,200,0.9,7,350,168.0420313562654
CNN,200,0.9,7,400,161.99912173407307
CNN,200,0.9,7,450,155.10647296905415
CNN,200,0.9,7,500,146.8512620244697
CNN,200,0.9,8,50,191.68505817651715
CNN,200,0.9,8,100,191.00409895181613
CNN,200,0.9,8,150,189.5025312900539
CNN,200,0.9,8,200,187.63049691915475
CNN,200,0.9,8,250,185.0527733564374
CNN,200,0.9,8,300,181.01418465375886
CNN,200,0.9,8,350,176.65099501609805
CNN,200,0.9,8,400,171.3634490966799
CNN,200,0.9,8,450,165.33238142728837
CNN,200,0.9,8,500,158.10907185077707
CNN,200,0.9,9,50,197.395670413971
CNN,200,0.9,9,100,196.790373325348
CNN,200,0.9,9,150,195.4556465148927
CNN,200,0.9,9,200,193.7916159629823
CNN,200,0.9,9,250,191.50030612945562
CNN,200,0.9,9,300,187.9104495048523
CNN,200,0.9,9,350,184.03205871582026
CNN,200,0.9,9,400,179.3320178985594
CNN,200,0.9,9,450,173.97106885910017
CNN,200,0.9,9,500,167.55034923553444
CNN,200,0.9,10,50,196.82440400123605
CNN,200,0.9,10,100,196.27963662147536
CNN,200,0.9,10,150,195.07838249206563
CNN,200,0.9,10,200,193.58075499534633
CNN,200,0.9,10,250,191.51857614517226
CNN,200,0.9,10,300,188.28770518302937
CNN,200,0.9,10,350,184.7971534729007
CNN,200,0.9,10,400,180.56711673736615
CNN,200,0.9,10,450,175.742262601853
CNN,200,0.9,10,500,169.96361494064402
CNN,200,1.0,1,50,56.03301407283121
CNN,200,1.0,1,100,6.647510737771041
CNN,200,1.0,1,150,15.588930091858547
CNN,200,1.0,1,200,4.026045579910734
CNN,200,1.0,1,250,0.13957421779642087
CNN,200,1.0,1,300,65.5014038085938
CNN,200,1.0,1,350,54.796051979065055
CNN,200,1.0,1,400,44.09070014953612
CNN,200,1.0,1,450,33.385348320007296
CNN,200,1.0,1,500,22.679996490478644
CNN,200,1.0,2,50,173.74272346496585
CNN,200,1.0,2,100,170.71623802185061
CNN,200,1.0,2,150,171.674919128418
CNN,200,1.0,2,200,168.52535009384152
CNN,200,1.0,2,250,162.07123994827273
CNN,200,1.0,2,300,150.31827688217166
CNN,200,1.0,2,350,131.23078346252447
CNN,200,1.0,2,400,108.12307596206668
CNN,200,1.0,2,450,78.53425741195687
CNN,200,1.0,2,500,62.948179244995174
CNN,200,1.0,3,50,185.29271284739167
CNN,200,1.0,3,100,183.27505588531477
CNN,200,1.0,3,150,188.43653996785457
CNN,200,1.0,3,200,190.85919062296517
CNN,200,1.0,3,250,191.0788138707474
CNN,200,1.0,3,300,187.76586850484142
CNN,200,1.0,3,350,179.5632362365713
CNN,200,1.0,3,400,168.68046124776123
CNN,200,1.0,3,450,155.52118619282965
CNN,200,1.0,3,500,148.67102305094306
CNN,200,1.0,4,50,180.60107231140137
CNN,200,1.0,4,100,179.08782958984375
CNN,200,1.0,4,150,175.75101256370544
CNN,200,1.0,4,200,171.59093618392944
CNN,200,1.0,4,250,169.73595023155212
CNN,200,1.0,4,300,165.8268392086029
CNN,200,1.0,4,350,160.26545763015747
CNN,200,1.0,4,400,152.05464959144592
CNN,200,1.0,4,450,140.1765763759613
CNN,200,1.0,4,500,126.28839612007141
CNN,200,1.0,5,50,202.7369022369378
CNN,200,1.0,5,100,201.52630805969176
CNN,200,1.0,5,150,198.8568544387811
CNN,200,1.0,5,200,195.52879333496026
CNN,200,1.0,5,250,195.29936313629065
CNN,200,1.0,5,300,193.42663288116353
CNN,200,1.0,5,350,190.2320861816395
CNN,200,1.0,5,400,184.91799831390256
CNN,200,1.0,5,450,176.67009830474723
CNN,200,1.0,5,500,166.81411266326774
CNN,200,1.0,6,50,202.53361463546776
CNN,200,1.0,6,100,201.52478615442942
CNN,200,1.0,6,150,199.30024147033737
CNN,200,1.0,6,200,196.52685721715352
CNN,200,1.0,6,250,197.3811308542895
CNN,200,1.0,6,300,196.86598777771087
CNN,200,1.0,6,350,195.24933099746818
CNN,200,1.0,6,400,191.86638991038149
CNN,200,1.0,6,450,186.0386053721126
CNN,200,1.0,6,500,178.87074947357354
CNN,200,1.0,7,50,204.2985166822153
CNN,200,1.0,7,100,203.43380655561094
CNN,200,1.0,7,150,201.52705396924617
CNN,200,1.0,7,200,199.14986746651704
CNN,200,1.0,7,250,200.7782152720852
CNN,200,1.0,7,300,201.23277732304066
CNN,200,1.0,7,350,200.74318477085538
CNN,200,1.0,7,400,198.7396342413752
CNN,200,1.0,7,450,194.64050361088178
CNN,200,1.0,7,500,189.392740385871
CNN,200,1.0,8,50,191.72982573509216
CNN,200,1.0,8,100,190.97320437431335
CNN,200,1.0,8,150,189.3047958612442
CNN,200,1.0,8,200,187.2247576713562
CNN,200,1.0,8,250,184.36062037944794
CNN,200,1.0,8,300,179.87329959869385
CNN,200,1.0,8,350,175.02531111240387
CNN,200,1.0,8,400,169.15026009082794
CNN,200,1.0,8,450,162.4490737915039
CNN,200,1.0,8,500,154.4231742620468
CNN,200,1.0,9,50,197.1063004599676
CNN,200,1.0,9,100,196.43374813927534
CNN,200,1.0,9,150,194.95071834988045
CNN,200,1.0,9,200,193.10179551442434
CNN,200,1.0,9,250,190.55589569939474
CNN,200,1.0,9,300,186.56716611650205
CNN,200,1.0,9,350,182.25784301757744
CNN,200,1.0,9,400,177.03557544284297
CNN,200,1.0,9,450,171.07896539899906
CNN,200,1.0,9,500,163.94483248392572
CNN,200,1.0,10,50,202.18240022659356
CNN,200,1.0,10,100,201.57710313797057
CNN,200,1.0,10,150,200.24237632751525
CNN,200,1.0,10,200,198.5783457756048
CNN,200,1.0,10,250,196.28703594207812
CNN,200,1.0,10,300,192.69717931747485
CNN,200,1.0,10,350,188.81878852844275
CNN,200,1.0,10,400,184.11874771118195
CNN,200,1.0,10,450,178.75779867172267
CNN,200,1.0,10,500,172.33707904815694
CNN,1000,0.1,1,50,955.6174039840711
CNN,1000,0.1,1,100,931.6674470901498
CNN,1000,0.1,1,150,911.592501401902
CNN,1000,0.1,1,200,891.5175557136542
CNN,1000,0.1,1,250,871.4426100254066
CNN,1000,0.1,1,300,851.3676643371583
CNN,1000,0.1,1,350,831.2927186489106
CNN,1000,0.1,1,400,811.2177729606628
CNN,1000,0.1,1,450,791.1428272724148
CNN,1000,0.1,1,500,771.0678815841671
CNN,1000,0.1,2,50,977.0105659961706
CNN,1000,0.1,2,100,965.0355875492108
CNN,1000,0.1,2,150,955.1704615354553
CNN,1000,0.1,2,200,945.3053355216999
CNN,1000,0.1,2,250,935.4402095079448
CNN,1000,0.1,2,300,925.5750834941895
CNN,1000,0.1,2,350,915.7099574804344
CNN,1000,0.1,2,400,905.8448314666789
CNN,1000,0.1,2,450,895.9797054529232
CNN,1000,0.1,2,500,886.114579439168
CNN,1000,0.1,3,50,985.1062575976032
CNN,1000,0.1,3,100,977.1229386329624
CNN,1000,0.1,3,150,970.5889344215364
CNN,1000,0.1,3,200,964.0549302101101
CNN,1000,0.1,3,250,957.5209259986837
CNN,1000,0.1,3,300,950.9869217872573
CNN,1000,0.1,3,350,944.4529175758311
CNN,1000,0.1,3,400,937.9189133644051
CNN,1000,0.1,3,450,931.3849091529789
CNN,1000,0.1,3,500,924.8509049415525
CNN,1000,0.1,4,50,988.0788266658782
CNN,1000,0.1,4,100,982.0913374423983
CNN,1000,0.1,4,150,977.2723972797397
CNN,1000,0.1,4,200,972.4534571170813
CNN,1000,0.1,4,250,967.6345169544227
CNN,1000,0.1,4,300,962.8155767917642
CNN,1000,0.1,4,350,957.9966366291058
CNN,1000,0.1,4,400,953.1776964664473
CNN,1000,0.1,4,450,948.3587563037889
CNN,1000,0.1,4,500,943.5398161411304
CNN,1000,0.1,5,50,990.7511544227604
CNN,1000,0.1,5,100,985.9611630439764
CNN,1000,0.1,5,150,982.1060109138499
CNN,1000,0.1,5,200,978.2508587837234
CNN,1000,0.1,5,250,974.395706653597
CNN,1000,0.1,5,300,970.5405545234703
CNN,1000,0.1,5,350,966.6854023933438
CNN,1000,0.1,5,400,962.8302502632171
CNN,1000,0.1,5,450,958.9750981330907
CNN,1000,0.1,5,500,955.1199460029641
CNN,1000,0.1,6,50,992.5327062606831
CNN,1000,0.1,6,100,988.5410467783631
CNN,1000,0.1,6,150,985.328420003258
CNN,1000,0.1,6,200,982.1157932281528
CNN,1000,0.1,6,250,978.9031664530476
CNN,1000,0.1,6,300,975.6905396779423
CNN,1000,0.1,6,350,972.4779129028368
CNN,1000,0.1,6,400,969.2652861277317
CNN,1000,0.1,6,450,966.0526593526264
CNN,1000,0.1,6,500,962.840032577521
CNN,1000,0.1,7,50,993.8052432877687
CNN,1000,0.1,7,100,990.3838208743515
CNN,1000,0.1,7,150,987.6301407814042
CNN,1000,0.1,7,200,984.8764606884572
CNN,1000,0.1,7,250,982.12278059551
CNN,1000,0.1,7,300,979.3691005025629
CNN,1000,0.1,7,350,976.6154204096154
CNN,1000,0.1,7,400,973.8617403166685
CNN,1000,0.1,7,450,971.1080602237213
CNN,1000,0.1,7,500,968.3543801307738
CNN,1000,0.1,8,50,994.7596460580827
CNN,1000,0.1,8,100,991.7659014463419
CNN,1000,0.1,8,150,989.3564313650123
CNN,1000,0.1,8,200,986.9469612836826
CNN,1000,0.1,8,250,984.5374912023526
CNN,1000,0.1,8,300,982.1280211210229
CNN,1000,0.1,8,350,979.718551039693
CNN,1000,0.1,8,400,977.3090809583634
CNN,1000,0.1,8,450,974.8996108770339
CNN,1000,0.1,8,500,972.4901407957041
CNN,1000,0.1,9,50,995.5019593238835
CNN,1000,0.1,9,100,992.8408530023363
CNN,1000,0.1,9,150,990.6991018189318
CNN,1000,0.1,9,200,988.5573506355277
CNN,1000,0.1,9,250,986.4155994521229
CNN,1000,0.1,9,300,984.2738482687188
CNN,1000,0.1,9,350,982.1320970853141
CNN,1000,0.1,9,400,979.9903459019098
CNN,1000,0.1,9,450,977.8485947185055
CNN,1000,0.1,9,500,975.7068435351008
CNN,1000,0.1,10,50,996.0958099365233
CNN,1000,0.1,10,100,993.7008142471312
CNN,1000,0.1,10,150,991.7732381820676
CNN,1000,0.1,10,200,989.8456621170043
CNN,1000,0.1,10,250,987.9180860519409
CNN,1000,0.1,10,300,985.9905099868774
CNN,1000,0.1,10,350,984.0629339218139
CNN,1000,0.1,10,400,982.1353578567507
CNN,1000,0.1,10,450,980.2077817916872
CNN,1000,0.1,10,500,978.2802057266236
CNN,1000,0.2,1,50,918.9380407333359
CNN,1000,0.2,1,100,865.3616189956648
CNN,1000,0.2,1,150,815.5069828033426
CNN,1000,0.2,1,200,765.6523466110204
CNN,1000,0.2,1,250,715.7977104186973
CNN,1000,0.2,1,300,665.9430742263754
CNN,1000,0.2,1,350,616.0884380340526
CNN,1000,0.2,1,400,566.2338018417304
CNN,1000,0.2,1,450,516.379165649408
CNN,1000,0.2,1,500,466.5245294570848
CNN,1000,0.2,2,50,961.8618369102481
CNN,1000,0.2,2,100,937.9118800163269
CNN,1000,0.2,2,150,917.9334521293639
CNN,1000,0.2,2,200,897.9550242424009
CNN,1000,0.2,2,250,877.9765963554379
CNN,1000,0.2,2,300,857.9981684684743
CNN,1000,0.2,2,350,838.0197405815113
CNN,1000,0.2,2,400,818.0413126945483
CNN,1000,0.2,2,450,798.0628848075851
CNN,1000,0.2,2,500,778.0844569206221
CNN,1000,0.2,3,50,972.5246747334812
CNN,1000,0.2,3,100,956.5580368042008
CNN,1000,0.2,3,150,943.3994174003617
CNN,1000,0.2,3,200,930.2407979965226
CNN,1000,0.2,3,250,917.0821785926832
CNN,1000,0.2,3,300,903.9235591888443
CNN,1000,0.2,3,350,890.7649397850051
CNN,1000,0.2,3,400,877.606320381166
CNN,1000,0.2,3,450,864.447700977327
CNN,1000,0.2,3,500,851.2890815734878
CNN,1000,0.2,4,50,980.2829444408418
CNN,1000,0.2,4,100,968.307965993882
CNN,1000,0.2,4,150,958.4428399801265
CNN,1000,0.2,4,200,948.5777139663711
CNN,1000,0.2,4,250,938.712587952616
CNN,1000,0.2,4,300,928.8474619388606
CNN,1000,0.2,4,350,918.9823359251055
CNN,1000,0.2,4,400,909.1172099113501
CNN,1000,0.2,4,450,899.2520838975944
CNN,1000,0.2,4,500,889.3869578838392
CNN,1000,0.2,5,50,985.1993465423568
